City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,AQI,AQI_Bucket,PM2.5_Outlier,PM10_Outlier,NO_Outlier,NO2_Outlier,NOx_Outlier,NH3_Outlier,CO_Outlier,SO2_Outlier,O3_Outlier,Year,Month,Month_Name,Quarter,Quarter_Label,Day,Day_of_Week,Day_Name,Week_of_Year,Is_Weekend,Year_Month,Season,PM25_PM10_Ratio,NO2_NOx_Ratio,O3_PM10_Ratio,Pollution_Index,Pollution_Index_Band,Pollutants_Above_City_Q3,City_Pollutant_Percentile,AQI_Lag_1,AQI_Change_1d,AQI_Rolling_7,AQI_RollingStd_7,AQI_Rolling_30,AQI_RollingStd_30
Chennai,2021-11-13,224.3,278.1,58.1,141.8,198.5,41.1,7.73,15.1,158.3,380.3,Very Poor,0,0,0,0,0,0,0,0,0,2021,11,November,4,Q4,13,5,Saturday,45,1,2021-11,Post-Monsoon,0.806544408486156,0.7143576826196474,0.5692197051420352,60.88,High,5,60.7,362.6,17.69999999999999,313.1,83.25346839621805,339.40666666666664,103.06513485650021
Chennai,2021-11-14,25.5,396.5,188.9,13.8,149.1,16.8,1.55,13.3,127.0,358.0,Very Poor,0,0,0,0,0,0,0,0,0,2021,11,November,4,Q4,14,6,Sunday,45,1,2021-11,Post-Monsoon,0.06431273644388398,0.09255533199195172,0.3203026481715006,40.04,Medium,1,40.2,380.3,-22.30000000000001,316.02857142857147,84.60442687956194,343.3933333333333,101.32174744716554
Chennai,2021-11-15,81.0,285.3,143.5,88.1,153.0,31.7,9.99,82.1,59.2,235.3,Poor,0,0,0,0,0,0,0,0,0,2021,11,November,4,Q4,15,0,Monday,46,0,2021-11,Post-Monsoon,0.28391167192429023,0.5758169934640522,0.20750087627059235,58.94,Medium,2,58.8,358.0,-122.69999999999999,305.9857142857143,90.0460887281515,338.2933333333333,102.82292422960214
Chennai,2021-11-16,176.8,352.1,155.3,149.6,27.5,26.8,2.01,48.0,75.9,343.8,Very Poor,0,0,0,0,0,0,0,0,0,2021,11,November,4,Q4,16,1,Tuesday,46,0,2021-11,Post-Monsoon,0.5021300766827606,5.4399999999999995,0.21556376029537064,49.12,Medium,2,49.2,235.3,108.5,331.74285714285713,64.7218627961967,333.28333333333336,98.54207252474107
Chennai,2021-11-17,329.2,1.4,92.6,15.9,54.9,34.8,9.35,34.6,160.1,479.2,Severe,0,0,0,0,0,0,0,0,0,2021,11,November,4,Q4,17,2,Wednesday,46,0,2021-11,Post-Monsoon,235.14285714285714,0.2896174863387978,114.35714285714286,46.97,Medium,2,46.8,343.8,135.39999999999998,365.14285714285717,72.58686421897032,336.5933333333333,101.77655354046324
Chennai,2021-11-18,452.3,367.2,23.7,136.6,161.7,48.0,5.21,79.4,135.3,321.3,Very Poor,0,0,0,0,0,0,0,0,0,2021,11,November,4,Q4,18,3,Thursday,46,0,2021-11,Post-Monsoon,1.2317538126361656,0.844774273345702,0.3684640522875817,68.27,High,4,68.0,479.2,-157.89999999999998,354.35714285714283,72.70811181573787,338.6666666666667,100.77206212908018
Chennai,2021-11-19,304.1,126.7,29.6,71.1,24.6,25.2,1.49,32.9,35.7,454.1,Severe,0,0,0,0,0,0,0,0,0,2021,11,November,4,Q4,19,4,Friday,46,0,2021-11,Post-Monsoon,2.4001578531965273,2.890243902439024,0.281767955801105,30.0,Low,0,29.6,321.3,132.8,367.42857142857144,82.06041908833254,348.2566666666667,97.4476435317198
Chennai,2021-11-20,268.9,209.7,184.4,118.5,130.1,27.3,9.84,12.3,74.1,418.9,Severe,0,0,0,0,0,0,0,0,0,2021,11,November,4,Q4,20,5,Saturday,46,1,2021-11,Post-Monsoon,1.2823080591320934,0.9108378170637971,0.35336194563662376,57.15,Medium,3,57.0,454.1,-35.200000000000045,372.9428571428571,84.33490493548096,349.6566666666667,98.1723490929949
Chennai,2021-11-21,167.5,395.6,177.6,15.3,75.4,6.5,2.87,7.8,82.6,356.9,Very Poor,0,0,0,0,0,0,0,0,0,2021,11,November,4,Q4,21,6,Sunday,46,1,2021-11,Post-Monsoon,0.4234074823053589,0.2029177718832891,0.2087967644084934,35.49,Low,1,35.5,418.9,-62.0,372.7857142857143,84.36840697345491,346.7433333333333,96.55032164211302
Chennai,2021-11-22,129.5,135.9,182.7,34.8,200.7,42.0,5.14,21.5,157.2,307.5,Very Poor,0,0,0,0,0,0,0,0,0,2021,11,November,4,Q4,22,0,Monday,47,0,2021-11,Post-Monsoon,0.9529065489330389,0.1733931240657698,1.1567328918322295,53.21,Medium,4,53.3,356.9,-49.39999999999998,383.09999999999997,67.48256564970796,346.36333333333334,96.68602396357569
Chennai,2021-11-23,178.3,596.2,121.0,25.8,224.1,3.0,6.31,71.5,146.2,345.0,Very Poor,0,0,0,0,0,0,0,0,0,2021,11,November,4,Q4,23,1,Tuesday,47,0,2021-11,Post-Monsoon,0.29906071787990607,0.11512717536813923,0.24521972492452193,57.34,Medium,2,57.3,307.5,37.5,383.2714285714286,67.36751725388773,343.62,95.47030012991803
Chennai,2021-11-24,206.3,344.0,127.5,62.6,157.3,0.1,7.5,47.1,105.3,366.5,Very Poor,0,0,0,0,0,0,0,0,0,2021,11,November,4,Q4,24,2,Wednesday,47,0,2021-11,Post-Monsoon,0.5997093023255814,0.3979656706929434,0.3061046511627907,49.11,Medium,1,49.0,345.0,21.5,367.1714285714285,52.43220111998068,345.09666666666664,95.47016679113173
Chennai,2021-11-25,68.7,13.7,145.6,43.8,157.3,17.1,6.18,76.4,105.4,152.1,Moderate,0,0,0,0,0,0,0,0,0,2021,11,November,4,Q4,25,3,Thursday,47,0,2021-11,Post-Monsoon,5.014598540145986,0.27844882390336934,7.693430656934307,45.12,Medium,1,45.1,366.5,-214.4,343.0,97.0880528180489,336.25,100.68379916249275
Chennai,2021-11-26,308.0,247.7,146.0,15.5,62.4,20.6,8.54,75.4,33.9,458.0,Severe,0,0,0,0,0,0,0,0,0,2021,11,November,4,Q4,26,4,Friday,47,0,2021-11,Post-Monsoon,1.2434396447315301,0.2483974358974359,0.13685910375454177,47.79,Medium,2,47.7,152.1,305.9,343.5571428571429,97.84013929437708,345.46,98.6761040842283
Chennai,2021-11-27,381.2,521.6,132.5,108.6,155.2,8.4,9.75,65.7,76.3,196.9,Moderate,0,0,0,0,0,0,0,0,0,2021,11,November,4,Q4,27,5,Saturday,47,1,2021-11,Post-Monsoon,0.7308282208588956,0.6997422680412372,0.14628067484662577,64.67,High,3,64.4,458.0,-261.1,311.84285714285716,105.06137661930254,346.39,97.07413217706925
Chennai,2021-11-28,5.1,584.0,40.0,12.3,3.3,31.6,5.16,94.6,196.2,270.0,Poor,0,0,0,0,0,0,0,0,0,2021,11,November,4,Q4,28,6,Sunday,47,1,2021-11,Post-Monsoon,0.008732876712328766,3.7272727272727275,0.335958904109589,48.37,Medium,3,48.0,196.9,73.1,299.42857142857144,103.97855090170785,341.1633333333333,96.81627635793564
Chennai,2021-11-29,441.6,352.5,77.5,16.9,131.9,24.1,5.48,39.3,121.5,302.9,Very Poor,0,0,0,0,0,0,0,0,0,2021,11,November,4,Q4,29,0,Monday,48,0,2021-11,Post-Monsoon,1.2527659574468086,0.12812736921910536,0.3446808510638298,50.32,Medium,1,50.0,270.0,32.89999999999998,298.7714285714286,103.93356394488603,346.28333333333336,90.15206725242153
Chennai,2021-11-30,295.8,240.2,94.5,7.2,144.0,22.0,0.36,66.8,159.2,445.8,Severe,0,0,0,0,0,0,0,0,0,2021,11,November,4,Q4,30,1,Tuesday,48,0,2021-11,Post-Monsoon,1.231473771856786,0.05,0.6627810158201498,44.76,Medium,1,44.6,302.9,142.90000000000003,313.1714285714285,117.50313065738204,350.97999999999996,91.58069514989504
Chennai,2021-12-01,37.2,212.7,186.6,28.5,49.2,22.3,4.71,12.8,11.7,175.2,Moderate,0,0,0,0,0,0,0,0,0,2021,12,December,4,Q4,1,2,Wednesday,48,0,2021-12,Post-Monsoon,0.1748942172073343,0.5792682926829268,0.05500705218617771,31.69,Low,1,31.8,445.8,-270.6,285.84285714285716,125.03741916113,341.10333333333335,94.07824506974168
Chennai,2021-12-02,57.5,202.8,96.8,86.3,133.2,29.4,7.74,15.1,33.2,171.7,Moderate,0,0,0,0,0,0,0,0,0,2021,12,December,4,Q4,2,3,Thursday,48,0,2021-12,Post-Monsoon,0.28353057199211046,0.647897897897898,0.16370808678500987,41.38,Medium,1,41.2,175.2,-3.5,288.6428571428571,121.71873119536478,331.2366666666667,95.8484813015635
Chennai,2021-12-03,282.1,262.6,93.4,31.1,29.5,8.6,4.7,52.4,128.2,432.1,Severe,0,0,0,0,0,0,0,0,0,2021,12,December,4,Q4,3,4,Friday,48,0,2021-12,Post-Monsoon,1.0742574257425743,1.0542372881355933,0.4881949733434881,40.01,Medium,0,40.1,171.7,260.40000000000003,284.9428571428572,115.97052581213376,329.21666666666664,92.92221472019392
Chennai,2021-12-04,56.7,530.0,3.4,100.1,24.8,25.4,4.31,84.5,199.2,277.7,Poor,0,0,0,0,0,0,0,0,0,2021,12,December,4,Q4,4,5,Saturday,48,1,2021-12,Post-Monsoon,0.1069811320754717,4.036290322580645,0.37584905660377355,50.67,Medium,3,50.4,432.1,-154.40000000000003,296.4857142857143,109.59260054966342,325.5733333333333,92.7210199481755
Chennai,2021-12-05,302.2,142.1,168.3,20.7,138.0,22.5,3.74,48.0,53.6,452.2,Severe,0,0,0,0,0,0,0,0,0,2021,12,December,4,Q4,5,6,Sunday,48,1,2021-12,Post-Monsoon,2.1266713581984518,0.15,0.3771991555242787,43.83,Medium,1,43.8,277.7,174.5,322.5142857142857,123.0624967048785,328.0566666666667,95.13158829723226
Chennai,2021-12-06,49.3,565.7,18.2,85.0,248.2,39.1,9.42,63.8,35.6,192.7,Moderate,0,0,0,0,0,0,0,0,0,2021,12,December,4,Q4,6,0,Monday,49,0,2021-12,Post-Monsoon,0.08714866537033762,0.34246575342465757,0.06293088209298214,58.13,Medium,4,57.8,452.2,-259.5,306.77142857142854,132.66400810927996,323.51666666666665,98.28756571770774
Chennai,2021-12-07,204.4,146.6,71.4,12.2,117.9,35.9,8.42,11.6,47.5,365.0,Very Poor,0,0,0,0,0,0,0,0,0,2021,12,December,4,Q4,7,1,Tuesday,49,0,2021-12,Post-Monsoon,1.3942701227830834,0.10347752332485156,0.32401091405184174,38.63,Low,1,38.3,192.7,172.3,295.2285714285714,121.60550582773392,324.43333333333334,98.5503628759863
Chennai,2021-12-08,29.8,273.1,32.2,35.2,123.2,9.5,6.97,1.3,31.5,223.1,Poor,0,0,0,0,0,0,0,0,0,2021,12,December,4,Q4,8,2,Wednesday,49,0,2021-12,Post-Monsoon,0.10911753936287073,0.28571428571428575,0.11534236543390698,27.34,Low,0,27.1,365.0,-141.9,302.07142857142856,114.88783971459179,321.68333333333334,100.2307547382657
Chennai,2021-12-09,33.3,267.3,50.0,119.5,9.3,19.9,1.81,6.0,5.7,217.3,Poor,0,0,0,0,0,0,0,0,0,2021,12,December,4,Q4,9,3,Thursday,49,0,2021-12,Post-Monsoon,0.12457912457912457,12.849462365591396,0.02132435465768799,25.15,Low,1,25.0,223.1,-5.799999999999983,308.5857142857143,107.3062040544324,323.4766666666667,97.75362303307243
Chennai,2021-12-10,429.6,463.5,79.4,56.0,109.0,30.2,1.02,49.8,54.0,447.6,Severe,0,0,0,0,0,0,0,0,0,2021,12,December,4,Q4,10,4,Friday,49,0,2021-12,Post-Monsoon,0.9268608414239483,0.5137614678899083,0.11650485436893204,47.91,Medium,2,47.8,217.3,230.3,310.8,110.39519917097874,330.21666666666664,99.14551508222455
Chennai,2021-12-11,331.4,24.8,57.9,39.3,213.9,45.9,2.12,11.6,160.1,481.4,Severe,0,0,0,0,0,0,0,0,0,2021,12,December,4,Q4,11,5,Saturday,49,1,2021-12,Post-Monsoon,13.36290322580645,0.18373071528751753,6.455645161290322,46.2,Medium,3,45.9,447.6,33.799999999999955,339.90000000000003,125.96539207258567,333.0366666666667,102.25890900681682
Chennai,2021-12-12,125.7,86.2,73.4,129.3,14.6,46.5,0.6,88.4,148.3,304.6,Very Poor,0,0,0,0,0,0,0,0,0,2021,12,December,4,Q4,12,6,Sunday,49,1,2021-12,Post-Monsoon,1.4582366589327147,8.856164383561644,1.7204176334106729,47.76,Medium,3,47.6,481.4,-176.79999999999995,318.8142857142857,115.99298008315651,331.1033333333333,102.22898058410071
Chennai,2021-12-13,14.8,147.0,41.9,117.1,167.5,43.2,2.93,90.1,114.4,137.1,Moderate,0,0,0,0,0,0,0,0,0,2021,12,December,4,Q4,13,0,Monday,50,0,2021-12,Post-Monsoon,0.10068027210884355,0.6991044776119403,0.7782312925170068,50.72,Medium,3,50.4,304.6,-167.50000000000003,310.87142857142857,127.41001679990647,322.99666666666667,107.69010611018572
Chennai,2021-12-14,89.3,176.1,38.7,17.9,95.7,14.0,6.28,57.4,1.0,197.6,Moderate,0,0,0,0,0,0,0,0,0,2021,12,December,4,Q4,14,1,Tuesday,50,0,2021-12,Post-Monsoon,0.5070982396365701,0.187042842215256,0.0056785917092561046,29.5,Low,0,29.5,137.1,60.5,286.95714285714286,131.2104779497791,317.65,109.85242373293396
Chennai,2021-12-15,104.9,158.5,158.8,1.9,205.5,36.7,3.9,5.2,117.7,248.5,Poor,0,0,0,0,0,0,0,0,0,2021,12,December,4,Q4,15,2,Wednesday,50,0,2021-12,Post-Monsoon,0.6618296529968455,0.00924574209245742,0.7425867507886436,42.97,Medium,2,42.9,197.6,50.900000000000006,290.5857142857143,129.49014671100676,318.09000000000003,109.53719050372047
Chennai,2021-12-16,146.1,599.7,174.6,21.2,22.6,4.0,8.33,12.1,125.9,320.3,Very Poor,0,0,0,0,0,0,0,0,0,2021,12,December,4,Q4,16,3,Thursday,50,0,2021-12,Post-Monsoon,0.2436218109054527,0.9380530973451326,0.20993830248457562,45.11,Medium,3,45.2,248.5,71.80000000000001,305.3,125.5672197138517,317.3066666666666,109.43096685009778
Chennai,2021-12-17,177.4,276.4,164.9,140.2,107.4,3.2,5.36,65.1,167.3,344.3,Very Poor,0,0,0,0,0,0,0,0,0,2021,12,December,4,Q4,17,4,Friday,50,0,2021-12,Post-Monsoon,0.641823444283647,1.3054003724394785,0.6052821997105645,56.58,Medium,3,56.5,320.3,24.0,290.54285714285714,111.31790597417897,312.81000000000006,105.24053680121062
Chennai,2021-12-18,335.8,337.9,170.6,97.8,43.2,33.5,5.12,40.1,28.2,485.8,Severe,0,0,0,0,0,0,0,0,0,2021,12,December,4,Q4,18,5,Saturday,50,1,2021-12,Post-Monsoon,0.9937851435335899,2.263888888888889,0.08345664397750814,51.52,Medium,1,51.2,344.3,141.5,291.17142857142863,112.58048549498122,318.2933333333333,109.88128369175162
Chennai,2021-12-19,404.4,403.9,57.3,19.5,110.4,29.3,5.28,18.7,182.5,367.3,Very Poor,0,0,0,0,0,0,0,0,0,2021,12,December,4,Q4,19,6,Sunday,50,1,2021-12,Post-Monsoon,1.0012379301807377,0.17663043478260868,0.45184451596929937,50.6,Medium,2,50.4,485.8,-118.5,300.12857142857143,116.26106706153065,315.4,107.29431967482171
Chennai,2021-12-20,48.6,534.3,159.7,124.4,140.5,49.1,2.08,50.4,113.9,144.4,Moderate,0,0,0,0,0,0,0,0,0,2021,12,December,4,Q4,20,0,Monday,51,0,2021-12,Post-Monsoon,0.0909601347557552,0.8854092526690391,0.21317611828560737,60.46,High,4,60.4,367.3,-222.9,301.17142857142863,114.57550224321835,306.25,109.83798962798487
Chennai,2021-12-21,38.5,495.3,24.7,78.4,15.0,27.1,3.4,61.2,188.8,493.3,Severe,0,0,0,0,0,0,0,0,0,2021,12,December,4,Q4,21,1,Tuesday,51,0,2021-12,Post-Monsoon,0.07773066828184938,5.2266666666666675,0.38118312134060167,44.96,Medium,2,44.8,144.4,348.9,343.4142857142857,124.13729534365709,310.7966666666667,114.72143918725685
Chennai,2021-12-22,257.5,407.0,40.4,9.9,149.4,35.7,3.52,97.8,98.8,407.5,Severe,0,0,0,0,0,0,0,0,0,2021,12,December,4,Q4,22,2,Wednesday,51,0,2021-12,Post-Monsoon,0.6326781326781327,0.06626506024096386,0.24275184275184275,51.08,Medium,1,50.7,493.3,-85.80000000000001,366.12857142857143,118.28432855181093,314.13,116.06724908579896
Chennai,2021-12-23,382.0,149.4,120.9,140.6,140.3,34.1,8.97,2.8,31.8,187.1,Moderate,0,0,0,0,0,0,0,0,0,2021,12,December,4,Q4,23,3,Thursday,51,0,2021-12,Post-Monsoon,2.5568942436412314,1.0021382751247325,0.21285140562248997,54.25,Medium,3,53.8,407.5,-220.4,347.1,136.23720735051396,308.8666666666667,118.18004479820533
Chennai,2021-12-24,365.0,23.0,93.2,74.5,165.7,0.8,8.85,89.4,172.2,209.1,Poor,0,0,0,0,0,0,0,0,0,2021,12,December,4,Q4,24,4,Friday,51,0,2021-12,Post-Monsoon,15.869565217391305,0.4496077248038624,7.48695652173913,56.11,Medium,3,55.9,187.1,22.0,327.7857142857143,145.93853076519895,303.62,119.02406711133766
Chennai,2021-12-25,46.1,122.2,106.6,48.6,13.4,44.4,8.78,49.8,71.3,184.7,Moderate,0,0,0,0,0,0,0,0,0,2021,12,December,4,Q4,25,5,Saturday,51,1,2021-12,Post-Monsoon,0.3772504091653028,3.626865671641791,0.583469721767594,42.52,Medium,2,42.6,209.1,-24.400000000000006,284.77142857142854,135.6107998929988,304.70666666666665,117.73485094243273
Chennai,2021-12-26,143.5,343.0,32.4,149.6,39.9,27.7,8.13,15.6,64.0,318.3,Very Poor,0,0,0,0,0,0,0,0,0,2021,12,December,4,Q4,26,6,Sunday,51,1,2021-12,Post-Monsoon,0.41836734693877553,3.7493734335839597,0.18658892128279883,44.67,Medium,2,44.5,184.7,133.60000000000002,277.77142857142854,131.8534124736719,300.05,114.17149155003054
Chennai,2021-12-27,236.5,576.0,57.1,118.4,30.0,48.7,9.07,9.6,8.6,389.6,Very Poor,0,0,0,0,0,0,0,0,0,2021,12,December,4,Q4,27,0,Monday,52,0,2021-12,Post-Monsoon,0.4105902777777778,3.9466666666666668,0.014930555555555555,51.64,Medium,4,51.3,318.3,71.30000000000001,312.8,122.77392502753483,306.47333333333336,113.58731392658929
Chennai,2021-12-28,264.4,291.9,196.7,95.4,154.1,28.1,9.84,51.3,104.6,414.4,Severe,0,0,0,0,0,0,0,0,0,2021,12,December,4,Q4,28,1,Tuesday,52,0,2021-12,Post-Monsoon,0.9057896539910928,0.619078520441272,0.35834189791024323,64.81,High,2,64.6,389.6,24.799999999999955,301.5285714285714,105.90374110933189,311.2866666666667,115.03868534730765
Chennai,2021-12-29,374.7,362.6,67.4,146.0,200.4,25.1,0.9,85.8,21.5,315.5,Very Poor,0,0,0,0,0,0,0,0,0,2021,12,December,4,Q4,29,2,Wednesday,52,0,2021-12,Post-Monsoon,1.033370104798676,0.7285429141716566,0.05929398786541643,55.81,Medium,3,55.4,414.4,-98.89999999999998,288.38571428571424,95.7859841621137,311.7066666666667,115.03001087672261
Chennai,2021-12-30,317.4,277.4,137.1,105.7,235.8,18.1,2.03,22.2,184.9,467.4,Severe,0,0,0,0,0,0,0,0,0,2021,12,December,4,Q4,30,3,Thursday,52,0,2021-12,Post-Monsoon,1.144196106705119,0.4482612383375742,0.6665465032444124,57.13,Medium,2,57.2,315.5,151.89999999999998,328.42857142857144,104.57296837273904,312.4266666666666,115.96209824716493
Chennai,2021-12-31,466.5,170.8,105.4,77.4,117.0,9.7,1.67,89.3,30.2,147.4,Moderate,0,0,0,0,0,0,0,0,0,2021,12,December,4,Q4,31,4,Friday,52,0,2021-12,Post-Monsoon,2.731264637002342,0.6615384615384616,0.1768149882903981,45.93,Medium,2,45.9,467.4,-320.0,319.61428571428576,118.04040873886453,311.5,117.20096504251416
Chennai,2022-01-01,151.1,583.0,36.6,78.8,184.8,25.0,8.3,60.8,91.6,324.1,Very Poor,0,0,0,0,0,0,0,0,0,2022,1,January,1,Q1,1,5,Saturday,52,1,2022-01,Winter,0.25917667238421954,0.42640692640692635,0.15711835334476842,56.86,Medium,2,56.5,147.4,176.70000000000002,339.52857142857147,102.17911910440708,316.58,114.19681256497518
Chennai,2022-01-02,138.5,574.4,164.1,65.3,235.0,33.1,4.87,47.1,176.0,314.4,Very Poor,0,0,0,0,0,0,0,0,0,2022,1,January,1,Q1,2,6,Sunday,52,1,2022-01,Winter,0.24112116991643456,0.2778723404255319,0.30640668523676884,65.89,High,4,65.8,324.1,-9.700000000000045,338.9714285714286,102.32469096436404,312.65666666666664,112.09364214439405
Chennai,2022-01-03,415.5,139.5,80.5,73.9,96.7,40.6,5.01,96.7,155.0,180.8,Moderate,0,0,0,0,0,0,0,0,0,2022,1,January,1,Q1,3,0,Monday,1,0,2022-01,Winter,2.978494623655914,0.7642192347466391,1.1111111111111112,60.01,High,4,59.7,314.4,-133.59999999999997,309.14285714285717,114.78152954116605,309.4266666666667,114.50580148932505
Chennai,2022-01-04,475.1,221.2,72.8,28.0,242.2,1.2,0.77,84.5,151.6,180.9,Moderate,0,0,0,0,0,0,0,0,0,2022,1,January,1,Q1,4,1,Tuesday,1,0,2022-01,Winter,2.147830018083183,0.11560693641618498,0.6853526220614828,50.47,Medium,4,50.5,180.8,0.09999999999999432,275.7857142857143,113.00963717859621,300.3833333333333,113.55041439464445
Chennai,2022-01-05,166.6,471.5,91.1,81.6,9.5,22.4,8.39,35.3,128.8,459.1,Severe,0,0,0,0,0,0,0,0,0,2022,1,January,1,Q1,5,2,Wednesday,1,0,2022-01,Winter,0.35334040296924707,8.589473684210526,0.2731707317073171,49.34,Medium,2,49.3,180.9,278.20000000000005,296.30000000000007,132.73288966944094,309.2633333333334,115.24289934991563
Chennai,2022-01-06,160.1,180.2,23.0,18.7,46.8,8.3,7.58,17.9,7.0,331.0,Very Poor,0,0,0,0,0,0,0,0,0,2022,1,January,1,Q1,6,3,Thursday,1,0,2022-01,Winter,0.888457269700333,0.3995726495726496,0.0388457269700333,24.28,Low,1,24.3,459.1,-128.10000000000002,276.81428571428575,111.78785605737605,308.13000000000005,114.84235416580809
Chennai,2022-01-07,254.0,370.4,110.6,12.9,26.6,42.6,7.39,21.2,192.4,404.0,Severe,0,0,0,0,0,0,0,0,0,2022,1,January,1,Q1,7,4,Friday,1,0,2022-01,Winter,0.685745140388769,0.4849624060150376,0.519438444924406,51.51,Medium,2,51.4,331.0,73.0,313.4714285714286,104.08416008669359,314.16,114.97291315184096
Chennai,2022-01-08,91.4,590.7,85.1,73.5,4.3,7.8,9.58,61.1,46.2,202.4,Poor,0,0,0,0,0,0,0,0,0,2022,1,January,1,Q1,8,5,Saturday,1,1,2022-01,Winter,0.1547316742847469,17.093023255813954,0.0782122905027933,45.07,Medium,2,45.2,404.0,-201.6,296.0857142857143,111.88470894290278,313.6633333333333,115.43700919529272
Chennai,2022-01-09,171.0,123.1,21.6,67.8,173.9,5.1,7.71,40.7,45.4,339.4,Very Poor,0,0,0,0,0,0,0,0,0,2022,1,January,1,Q1,9,6,Sunday,1,1,2022-01,Winter,1.3891145410235581,0.3898792409430707,0.3688058489033306,36.78,Low,1,36.5,202.4,136.99999999999997,299.65714285714284,112.96058098798382,310.0566666666667,112.76745887714802
Chennai,2022-01-10,201.3,236.9,130.3,120.0,103.1,26.3,8.54,28.3,10.8,362.6,Very Poor,0,0,0,0,0,0,0,0,0,2022,1,January,1,Q1,10,0,Monday,2,0,2022-01,Winter,0.8497256226255805,1.1639185257032008,0.04558885605740819,48.65,Medium,2,48.4,339.4,23.200000000000045,325.62857142857143,101.38518488559293,306.09666666666664,108.55005355335784
Chennai,2022-01-11,79.1,405.5,64.2,132.2,151.9,24.4,5.47,23.7,126.4,369.3,Very Poor,0,0,0,0,0,0,0,0,0,2022,1,January,1,Q1,11,1,Tuesday,2,0,2022-01,Winter,0.19506781750924782,0.8703094140882158,0.3117139334155364,50.53,Medium,1,50.3,362.6,6.699999999999989,352.5428571428571,79.12428740369901,308.25333333333333,109.16030519325756
Chennai,2022-01-12,36.1,375.7,178.2,82.8,128.6,41.9,6.03,56.4,148.7,332.0,Very Poor,0,0,0,0,0,0,0,0,0,2022,1,January,1,Q1,12,2,Wednesday,2,0,2022-01,Winter,0.09608730369976046,0.6438569206842923,0.3957945169017833,60.05,High,3,60.0,369.3,-37.30000000000001,334.38571428571424,63.67067426928162,314.75,104.31507891793615
Chennai,2022-01-13,296.7,597.4,102.7,109.5,128.6,17.8,6.15,33.4,144.3,446.7,Severe,0,0,0,0,0,0,0,0,0,2022,1,January,1,Q1,13,3,Thursday,2,0,2022-01,Winter,0.4966521593572146,0.8514774494556766,0.24154670237696688,59.71,Medium,1,59.5,332.0,114.69999999999999,350.9142857142857,76.39198100524071,323.05333333333334,104.5822155822491
Chennai,2022-01-14,56.8,350.7,155.4,121.1,207.2,49.6,1.15,86.5,156.9,183.6,Moderate,0,0,0,0,0,0,0,0,0,2022,1,January,1,Q1,14,4,Friday,2,0,2022-01,Winter,0.16196179070430566,0.5844594594594594,0.4473909324208726,65.2,High,6,65.2,446.7,-263.1,319.42857142857144,94.20804484907765,320.89000000000004,106.82476579055519
Chennai,2022-01-15,220.9,98.3,31.0,85.2,219.7,46.6,3.85,63.1,108.4,377.7,Very Poor,0,0,0,0,0,0,0,0,0,2022,1,January,1,Q1,15,5,Saturday,2,1,2022-01,Winter,2.2472024415055953,0.3878015475648612,1.1027466937945067,52.19,Medium,2,51.9,183.6,194.1,344.47142857142853,80.16731907466598,322.80333333333334,107.32669907033109
Chennai,2022-01-16,76.8,6.3,68.4,141.3,4.0,40.4,8.67,45.2,154.1,183.3,Moderate,0,0,0,0,0,0,0,0,0,2022,1,January,1,Q1,16,6,Sunday,2,1,2022-01,Winter,12.19047619047619,35.325,24.46031746031746,48.46,Medium,4,48.4,377.7,-194.39999999999998,322.1714285714285,100.85490756999636,317.43666666666667,110.20148157003135
Chennai,2022-01-17,492.0,164.7,87.4,145.5,105.2,31.2,2.81,9.2,33.8,165.5,Moderate,0,0,0,0,0,0,0,0,0,2022,1,January,1,Q1,17,0,Monday,3,0,2022-01,Winter,2.987249544626594,1.3830798479087452,0.20522161505768063,47.25,Medium,2,47.1,183.3,-17.80000000000001,294.0142857142857,114.30366614959496,306.76000000000005,108.83480553826428
Chennai,2022-01-18,70.8,432.5,167.2,56.3,229.8,0.9,5.01,5.2,1.4,403.2,Severe,0,0,0,0,0,0,0,0,0,2022,1,January,1,Q1,18,1,Tuesday,3,0,2022-01,Winter,0.16369942196531792,0.24499564838990423,0.003236994219653179,39.68,Low,2,39.6,165.5,237.7,298.85714285714283,118.66014294534419,307.95666666666665,109.7171997434327
Chennai,2022-01-19,10.4,515.4,97.9,118.2,55.5,0.2,0.52,60.7,164.6,195.0,Moderate,0,0,0,0,0,0,0,0,0,2022,1,January,1,Q1,19,2,Wednesday,3,0,2022-01,Winter,0.02017850213426465,2.1297297297297297,0.3193636010865347,42.95,Medium,3,43.0,403.2,-208.2,279.2857142857143,123.48275761648388,309.6433333333333,107.48233754928084
Chennai,2022-01-20,4.2,479.9,60.4,88.0,71.0,4.1,6.04,73.7,79.3,471.2,Severe,0,0,0,0,0,0,0,0,0,2022,1,January,1,Q1,20,3,Thursday,3,0,2022-01,Winter,0.00875182329652011,1.2394366197183098,0.16524275890810586,42.23,Medium,1,42.2,195.0,276.2,282.7857142857143,129.2321867618048,308.9066666666667,106.24883588273737
Chennai,2022-01-21,488.6,376.8,155.8,39.6,138.6,42.8,8.91,77.4,84.2,333.3,Very Poor,0,0,0,0,0,0,0,0,0,2022,1,January,1,Q1,21,4,Friday,3,0,2022-01,Winter,1.2967091295116773,0.28571428571428575,0.2234607218683652,68.28,High,5,68.2,471.2,-137.89999999999998,304.1714285714285,122.28259230549705,306.43333333333334,104.72731532275962
