City,Date,Year,Month,Season,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,AQI,AQI_Bucket,Anomaly,Anomaly_Label,Anomaly_Score,Cluster
Delhi,2021-09-26,2021,9,Monsoon,152.1,105.4,93.9,29.9,138.9,43.9,0.42,24.0,85.3,324.9,Very Poor,0.0,Normal,-0.50653,1
Delhi,2021-09-27,2021,9,Monsoon,7.4,344.1,157.3,33.2,139.8,14.8,7.48,18.5,15.7,294.1,Poor,0.0,Normal,-0.51841,1
Delhi,2021-09-28,2021,9,Monsoon,3.6,44.1,75.7,91.0,108.7,34.8,4.33,94.1,172.6,210.1,Poor,0.0,Normal,-0.53559,0
Delhi,2021-09-29,2021,9,Monsoon,63.7,347.4,37.1,81.7,177.9,38.3,6.97,20.3,164.2,297.4,Poor,0.0,Normal,-0.49231,1
Delhi,2021-09-30,2021,9,Monsoon,158.6,290.0,131.2,7.6,46.8,8.5,2.65,73.1,169.3,329.9,Very Poor,0.0,Normal,-0.50031,0
Delhi,2021-10-01,2021,10,Post-Monsoon,209.1,53.0,106.6,69.4,60.5,31.1,8.97,89.4,117.8,368.6,Very Poor,0.0,Normal,-0.50808,0
Delhi,2021-10-02,2021,10,Post-Monsoon,217.0,226.7,17.8,9.8,36.1,37.2,7.16,62.7,180.3,374.7,Very Poor,0.0,Normal,-0.51544,0
Delhi,2021-10-03,2021,10,Post-Monsoon,248.7,543.1,130.5,90.8,66.1,16.4,5.25,77.9,101.1,399.0,Very Poor,0.0,Normal,-0.47575,0
Delhi,2021-10-04,2021,10,Post-Monsoon,446.6,120.9,70.7,55.9,137.9,9.2,7.65,57.9,35.9,170.6,Moderate,0.0,Normal,-0.49164,1
Delhi,2021-10-05,2021,10,Post-Monsoon,441.7,223.9,91.8,79.4,224.2,39.9,7.29,94.9,156.1,182.7,Moderate,0.0,Normal,-0.50844,1
Delhi,2021-10-06,2021,10,Post-Monsoon,265.8,434.8,182.9,29.4,139.8,5.4,5.02,19.9,9.3,415.8,Severe,0.0,Normal,-0.51562,1
Delhi,2021-10-07,2021,10,Post-Monsoon,152.6,71.3,22.2,54.3,65.2,40.1,8.51,53.7,178.5,325.3,Very Poor,0.0,Normal,-0.52538,0
Delhi,2021-10-08,2021,10,Post-Monsoon,335.2,137.6,65.4,44.4,119.5,6.3,1.93,95.8,178.1,485.2,Severe,0.0,Normal,-0.51355,0
Delhi,2021-10-09,2021,10,Post-Monsoon,416.7,421.3,128.8,75.8,52.6,4.3,3.46,40.0,122.3,389.1,Very Poor,0.0,Normal,-0.48433,0
Delhi,2021-10-10,2021,10,Post-Monsoon,120.8,476.4,177.5,62.6,181.8,28.3,2.21,83.8,132.9,466.1,Severe,0.0,Normal,-0.492,1
Delhi,2021-10-11,2021,10,Post-Monsoon,382.9,84.6,122.0,109.8,22.3,6.0,6.45,19.1,67.3,155.5,Moderate,0.0,Normal,-0.50411,0
Delhi,2021-10-12,2021,10,Post-Monsoon,457.3,173.1,120.0,146.9,49.9,24.2,5.26,4.6,5.7,166.9,Moderate,0.0,Normal,-0.54469,0
Delhi,2021-10-13,2021,10,Post-Monsoon,17.1,242.8,18.8,64.1,14.7,46.1,5.07,28.9,186.0,244.2,Poor,0.0,Normal,-0.54976,0
Delhi,2021-10-14,2021,10,Post-Monsoon,329.7,592.1,87.5,23.7,98.7,10.3,8.24,93.5,172.5,479.7,Severe,0.0,Normal,-0.53532,0
Delhi,2021-10-15,2021,10,Post-Monsoon,328.5,449.2,195.7,92.5,138.3,26.5,7.17,13.2,88.7,478.5,Severe,0.0,Normal,-0.49537,1
Delhi,2021-10-16,2021,10,Post-Monsoon,10.1,153.3,107.8,110.3,243.9,4.8,3.36,34.4,91.2,135.7,Moderate,0.0,Normal,-0.52205,1
Delhi,2021-10-17,2021,10,Post-Monsoon,397.1,149.6,81.2,111.0,81.3,31.8,3.97,11.9,19.4,133.3,Moderate,0.0,Normal,-0.49545,0
Delhi,2021-10-18,2021,10,Post-Monsoon,210.9,83.9,19.3,34.1,128.3,39.9,6.06,57.1,83.7,370.0,Very Poor,0.0,Normal,-0.48654,1
Delhi,2021-10-19,2021,10,Post-Monsoon,442.5,192.6,78.3,41.3,177.2,38.8,9.42,54.5,47.4,192.7,Moderate,0.0,Normal,-0.50467,1
Delhi,2021-10-20,2021,10,Post-Monsoon,255.9,63.8,14.9,102.1,23.6,23.9,0.52,71.0,66.6,405.9,Severe,0.0,Normal,-0.51987,0
Delhi,2021-10-21,2021,10,Post-Monsoon,2.7,552.0,98.9,129.4,74.4,11.7,7.47,89.3,39.4,168.3,Moderate,0.0,Normal,-0.54175,0
Delhi,2021-10-22,2021,10,Post-Monsoon,260.1,516.2,39.8,136.5,215.7,35.2,1.53,26.6,17.2,410.1,Severe,0.0,Normal,-0.53446,1
Delhi,2021-10-23,2021,10,Post-Monsoon,100.4,541.7,173.5,2.3,5.2,3.4,9.57,30.4,55.4,233.1,Poor,1.0,Anomaly,-0.58803,0
Delhi,2021-10-24,2021,10,Post-Monsoon,401.4,491.6,122.7,55.9,214.8,6.7,7.4,56.4,23.2,487.9,Severe,0.0,Normal,-0.50262,1
Delhi,2021-10-25,2021,10,Post-Monsoon,132.0,85.9,132.2,94.8,156.7,30.3,5.16,23.8,9.1,309.4,Very Poor,0.0,Normal,-0.48219,1
Delhi,2021-10-26,2021,10,Post-Monsoon,161.7,560.3,125.2,81.7,230.1,15.5,3.98,56.2,81.7,332.2,Very Poor,0.0,Normal,-0.48413,1
Delhi,2021-10-27,2021,10,Post-Monsoon,123.9,29.2,54.2,8.1,89.1,15.7,8.98,31.5,55.0,303.2,Very Poor,0.0,Normal,-0.52487,0
Delhi,2021-10-28,2021,10,Post-Monsoon,25.1,457.8,150.6,45.8,25.6,28.9,1.76,89.5,143.0,439.5,Severe,0.0,Normal,-0.53392,0
Delhi,2021-10-29,2021,10,Post-Monsoon,203.8,428.7,49.2,25.4,81.6,12.4,2.08,65.7,127.1,398.4,Very Poor,0.0,Normal,-0.48278,0
Delhi,2021-10-30,2021,10,Post-Monsoon,195.1,331.7,52.0,103.0,176.0,22.1,4.74,39.8,66.9,357.9,Very Poor,0.0,Normal,-0.45398,1
Delhi,2021-10-31,2021,10,Post-Monsoon,260.8,75.4,140.3,53.5,84.1,41.6,3.89,44.7,110.4,410.8,Severe,0.0,Normal,-0.47018,0
Delhi,2021-11-01,2021,11,Post-Monsoon,236.9,474.9,196.8,129.7,135.9,14.4,9.11,69.6,147.8,464.0,Severe,0.0,Normal,-0.52498,1
Delhi,2021-11-02,2021,11,Post-Monsoon,107.0,118.6,150.7,19.9,178.8,37.6,4.55,46.8,57.1,255.6,Poor,0.0,Normal,-0.48375,1
Delhi,2021-11-03,2021,11,Post-Monsoon,425.8,298.0,149.6,136.8,152.1,46.5,2.31,39.4,154.3,248.0,Poor,0.0,Normal,-0.50739,1
Delhi,2021-11-04,2021,11,Post-Monsoon,171.4,440.5,187.1,136.0,112.3,39.8,5.18,63.7,37.6,414.6,Severe,0.0,Normal,-0.50498,0
Delhi,2021-11-05,2021,11,Post-Monsoon,439.0,13.7,143.8,69.9,55.7,2.2,5.89,24.4,33.5,148.5,Moderate,0.0,Normal,-0.53021,0
Delhi,2021-11-06,2021,11,Post-Monsoon,282.0,240.5,124.0,18.1,130.9,3.9,4.05,0.9,113.2,432.0,Severe,0.0,Normal,-0.49824,1
Delhi,2021-11-07,2021,11,Post-Monsoon,55.2,4.9,124.3,133.8,211.6,18.1,3.27,68.6,110.6,153.8,Moderate,0.0,Normal,-0.51306,1
Delhi,2021-11-08,2021,11,Post-Monsoon,285.3,361.7,37.0,46.1,22.3,32.4,1.14,82.9,13.9,435.3,Severe,0.0,Normal,-0.52608,0
Delhi,2021-11-09,2021,11,Post-Monsoon,425.8,588.8,30.5,7.6,97.3,0.8,1.11,62.5,49.4,78.0,Satisfactory,1.0,Anomaly,-0.56883,0
Delhi,2021-11-10,2021,11,Post-Monsoon,456.7,562.8,151.3,104.6,186.1,14.0,0.13,60.7,176.9,221.1,Poor,0.0,Normal,-0.53354,1
Delhi,2021-11-11,2021,11,Post-Monsoon,413.4,372.4,182.2,13.3,195.7,36.9,9.76,58.6,99.8,327.8,Very Poor,0.0,Normal,-0.52353,1
Delhi,2021-11-12,2021,11,Post-Monsoon,258.2,361.5,148.8,125.2,5.5,13.9,7.0,45.4,35.0,408.2,Severe,0.0,Normal,-0.50211,0
Delhi,2021-11-13,2021,11,Post-Monsoon,236.5,446.5,34.7,87.9,90.9,38.7,2.71,7.2,128.1,423.2,Severe,0.0,Normal,-0.48742,0
Delhi,2021-11-14,2021,11,Post-Monsoon,415.2,500.7,49.9,6.6,248.1,21.0,8.32,39.6,124.1,178.9,Moderate,0.0,Normal,-0.53368,1
Delhi,2021-11-15,2021,11,Post-Monsoon,147.4,103.8,45.6,2.2,131.2,47.6,8.21,78.0,104.6,321.3,Very Poor,0.0,Normal,-0.53431,1
Delhi,2021-11-16,2021,11,Post-Monsoon,66.6,96.0,130.9,92.3,39.3,28.5,6.25,54.3,78.1,153.0,Moderate,0.0,Normal,-0.47507,0
Delhi,2021-11-17,2021,11,Post-Monsoon,378.8,218.2,53.5,83.9,170.9,34.6,2.92,45.3,135.3,178.9,Moderate,0.0,Normal,-0.46256,1
Delhi,2021-11-18,2021,11,Post-Monsoon,214.2,386.3,6.7,20.7,160.1,4.2,5.34,33.3,68.2,372.5,Very Poor,0.0,Normal,-0.50361,1
Delhi,2021-11-19,2021,11,Post-Monsoon,101.3,66.8,168.3,147.7,125.7,47.3,9.04,55.4,38.7,236.2,Poor,0.0,Normal,-0.55253,1
Delhi,2021-11-20,2021,11,Post-Monsoon,484.6,342.4,108.0,38.6,125.3,6.4,9.83,5.9,175.5,292.4,Poor,0.0,Normal,-0.54293,1
Delhi,2021-11-21,2021,11,Post-Monsoon,190.9,63.7,150.5,83.1,221.9,17.5,9.64,85.5,172.3,354.6,Very Poor,0.0,Normal,-0.53535,1
Delhi,2021-11-22,2021,11,Post-Monsoon,320.2,576.6,91.3,126.5,97.9,45.7,5.79,14.6,81.3,470.2,Severe,0.0,Normal,-0.50574,0
Delhi,2021-11-23,2021,11,Post-Monsoon,256.9,342.6,126.3,78.0,224.1,31.9,9.45,57.5,84.3,406.9,Severe,0.0,Normal,-0.47492,1
Delhi,2021-11-24,2021,11,Post-Monsoon,334.2,410.5,93.0,71.8,8.8,21.1,4.86,45.8,39.8,484.2,Severe,0.0,Normal,-0.47891,0
Delhi,2021-11-25,2021,11,Post-Monsoon,198.0,315.2,178.7,60.6,115.1,20.2,3.26,45.4,148.3,360.1,Very Poor,0.0,Normal,-0.46301,0
Delhi,2021-11-26,2021,11,Post-Monsoon,52.8,285.5,65.0,122.1,64.2,7.9,3.69,86.0,134.5,235.5,Poor,0.0,Normal,-0.50752,0
Delhi,2021-11-27,2021,11,Post-Monsoon,209.7,41.1,17.6,25.2,46.1,9.9,1.41,22.2,187.2,369.1,Very Poor,0.0,Normal,-0.53386,0
Delhi,2021-11-28,2021,11,Post-Monsoon,218.6,18.8,30.7,134.4,79.2,21.9,9.13,66.7,148.0,375.9,Very Poor,0.0,Normal,-0.53297,0
Delhi,2021-11-29,2021,11,Post-Monsoon,376.0,329.5,56.9,18.0,50.5,44.3,7.83,42.1,38.5,279.5,Poor,0.0,Normal,-0.50587,0
Delhi,2021-11-30,2021,11,Post-Monsoon,210.5,549.8,177.6,73.3,117.7,27.6,9.4,72.1,55.3,369.7,Very Poor,0.0,Normal,-0.50397,0
Delhi,2021-12-01,2021,12,Post-Monsoon,377.0,599.5,69.9,93.0,12.0,6.5,0.87,89.0,93.9,113.0,Moderate,0.0,Normal,-0.54254,0
Delhi,2021-12-02,2021,12,Post-Monsoon,377.9,190.9,165.1,10.1,221.4,24.6,10.0,37.9,7.6,200.0,Moderate,0.0,Normal,-0.53485,1
Delhi,2021-12-03,2021,12,Post-Monsoon,351.5,414.0,126.5,100.3,236.2,2.4,5.11,2.9,180.3,379.9,Very Poor,0.0,Normal,-0.53176,1
Delhi,2021-12-04,2021,12,Post-Monsoon,220.1,128.4,196.8,125.6,161.1,24.0,5.48,59.7,165.1,377.1,Very Poor,0.0,Normal,-0.49735,1
Delhi,2021-12-05,2021,12,Post-Monsoon,300.3,361.1,34.3,101.3,94.8,31.5,6.27,93.8,53.0,450.3,Severe,0.0,Normal,-0.48668,0
Delhi,2021-12-06,2021,12,Post-Monsoon,88.9,33.7,102.5,66.9,134.9,17.8,1.54,13.2,122.9,196.2,Moderate,0.0,Normal,-0.49017,1
Delhi,2021-12-07,2021,12,Post-Monsoon,458.3,572.7,50.4,14.0,0.4,8.8,7.02,35.3,176.7,220.5,Poor,1.0,Anomaly,-0.5617,0
Delhi,2021-12-08,2021,12,Post-Monsoon,58.0,95.4,33.9,93.1,85.4,48.4,6.97,96.7,153.3,178.3,Moderate,0.0,Normal,-0.54799,0
Delhi,2021-12-09,2021,12,Post-Monsoon,265.8,24.5,146.3,136.1,100.6,5.8,7.29,87.1,43.5,415.8,Severe,0.0,Normal,-0.52236,0
Delhi,2021-12-10,2021,12,Post-Monsoon,400.2,435.7,27.9,128.0,221.3,24.7,3.35,22.1,170.9,407.7,Severe,0.0,Normal,-0.51806,1
Delhi,2021-12-11,2021,12,Post-Monsoon,133.3,62.4,85.3,89.7,162.4,19.1,2.21,92.0,36.5,310.4,Very Poor,0.0,Normal,-0.49527,1
Delhi,2021-12-12,2021,12,Post-Monsoon,119.6,459.3,167.2,72.0,122.8,12.4,1.83,95.1,95.2,441.6,Severe,0.0,Normal,-0.49227,0
Delhi,2021-12-13,2021,12,Post-Monsoon,319.7,382.3,73.6,79.4,178.8,42.8,8.67,13.7,96.1,469.7,Severe,0.0,Normal,-0.4851,1
Delhi,2021-12-14,2021,12,Post-Monsoon,304.5,353.7,135.9,37.5,40.9,9.6,6.8,97.7,27.2,454.5,Severe,0.0,Normal,-0.5103,0
Delhi,2021-12-15,2021,12,Post-Monsoon,305.2,34.2,72.9,110.2,104.7,15.3,3.13,6.9,38.5,455.2,Severe,0.0,Normal,-0.49781,0
Delhi,2021-12-16,2021,12,Post-Monsoon,293.3,64.9,18.8,24.5,7.7,17.7,7.16,86.0,182.5,443.3,Severe,0.0,Normal,-0.54346,0
Delhi,2021-12-17,2021,12,Post-Monsoon,59.7,213.8,162.5,30.1,221.0,33.7,7.65,97.4,106.0,175.9,Moderate,0.0,Normal,-0.52155,1
Delhi,2021-12-18,2021,12,Post-Monsoon,369.3,121.3,62.2,111.4,48.8,29.5,6.73,12.6,130.2,159.0,Moderate,0.0,Normal,-0.48194,0
Delhi,2021-12-19,2021,12,Post-Monsoon,55.1,528.4,135.4,46.3,195.8,24.6,7.4,41.3,162.5,191.9,Moderate,0.0,Normal,-0.49849,1
Delhi,2021-12-20,2021,12,Post-Monsoon,58.9,34.4,170.8,118.9,58.3,39.3,1.14,99.9,10.8,138.9,Moderate,1.0,Anomaly,-0.57116,0
Delhi,2021-12-21,2021,12,Post-Monsoon,387.3,587.4,26.4,83.4,218.3,9.2,1.33,52.8,122.9,133.4,Moderate,0.0,Normal,-0.52513,1
Delhi,2021-12-22,2021,12,Post-Monsoon,178.4,351.5,115.1,118.3,51.4,6.4,8.9,44.2,103.4,345.1,Very Poor,0.0,Normal,-0.48545,0
Delhi,2021-12-23,2021,12,Post-Monsoon,452.5,556.4,120.1,44.7,45.9,26.5,2.14,65.6,18.9,101.5,Moderate,0.0,Normal,-0.52078,0
Delhi,2021-12-24,2021,12,Post-Monsoon,17.8,55.2,135.2,12.1,173.5,44.4,8.29,58.2,80.2,178.6,Moderate,0.0,Normal,-0.53499,1
Delhi,2021-12-25,2021,12,Post-Monsoon,252.0,24.3,27.3,86.9,191.4,42.3,4.85,9.9,172.9,402.0,Severe,0.0,Normal,-0.52135,1
Delhi,2021-12-26,2021,12,Post-Monsoon,413.7,549.9,71.6,110.0,47.3,25.6,9.84,77.5,60.6,198.0,Moderate,0.0,Normal,-0.52131,0
Delhi,2021-12-27,2021,12,Post-Monsoon,387.1,551.2,107.4,9.1,223.9,18.5,9.52,1.5,118.0,194.0,Moderate,0.0,Normal,-0.55216,1
Delhi,2021-12-28,2021,12,Post-Monsoon,26.8,7.9,186.6,2.2,162.2,29.3,6.25,3.4,178.2,224.4,Poor,1.0,Anomaly,-0.56694,1
Delhi,2021-12-29,2021,12,Post-Monsoon,346.7,229.1,189.1,120.1,30.4,28.0,4.05,83.1,102.9,496.7,Severe,0.0,Normal,-0.50373,0
Delhi,2021-12-30,2021,12,Post-Monsoon,481.8,223.9,120.7,30.2,127.4,6.0,2.16,65.6,54.7,182.7,Moderate,0.0,Normal,-0.50218,0
Delhi,2021-12-31,2021,12,Post-Monsoon,78.7,304.4,169.4,59.3,136.4,35.7,0.44,40.2,152.3,254.4,Poor,0.0,Normal,-0.4956,1
Delhi,2022-01-01,2022,1,Winter,111.9,265.6,157.7,21.3,170.4,11.5,2.11,26.3,49.2,272.3,Poor,0.0,Normal,-0.48939,1
Delhi,2022-01-02,2022,1,Winter,91.6,222.3,73.4,69.3,79.7,26.1,2.67,42.7,69.5,203.0,Poor,0.0,Normal,-0.46076,0
Delhi,2022-01-03,2022,1,Winter,128.3,294.0,127.6,18.8,91.6,18.0,5.84,43.2,51.0,306.6,Very Poor,0.0,Normal,-0.4668,0
Delhi,2022-01-04,2022,1,Winter,169.1,263.2,180.2,20.3,161.3,35.8,1.51,89.0,71.2,337.9,Very Poor,0.0,Normal,-0.50405,1
Delhi,2022-01-05,2022,1,Winter,296.2,395.9,137.1,14.7,35.2,37.9,2.91,13.7,106.7,446.2,Severe,0.0,Normal,-0.49477,0
Delhi,2022-01-06,2022,1,Winter,234.0,0.6,1.8,66.1,226.5,25.8,9.06,50.1,163.3,387.7,Very Poor,0.0,Normal,-0.54886,1
Delhi,2022-01-07,2022,1,Winter,319.7,305.0,31.9,37.5,203.6,35.0,6.4,54.3,108.6,469.7,Severe,0.0,Normal,-0.46625,1
Delhi,2022-01-08,2022,1,Winter,98.6,506.1,129.1,104.7,225.9,5.7,9.61,41.0,145.4,226.9,Poor,0.0,Normal,-0.52177,1
Delhi,2022-01-09,2022,1,Winter,456.4,72.5,140.0,146.9,8.9,6.1,6.8,42.2,178.4,224.9,Poor,1.0,Anomaly,-0.56545,0
Delhi,2022-01-10,2022,1,Winter,355.6,367.4,189.2,113.1,81.3,11.5,7.17,39.7,116.2,321.6,Very Poor,0.0,Normal,-0.48726,0
Delhi,2022-01-11,2022,1,Winter,301.1,592.0,73.5,33.3,41.7,48.6,2.58,0.3,133.9,451.1,Severe,0.0,Normal,-0.54769,0
Delhi,2022-01-12,2022,1,Winter,332.4,524.5,42.9,19.0,23.2,31.7,1.42,80.9,55.0,482.4,Severe,0.0,Normal,-0.53194,0
Delhi,2022-01-13,2022,1,Winter,162.2,87.3,187.0,146.8,64.2,37.2,4.23,58.2,144.4,332.6,Very Poor,0.0,Normal,-0.51536,0
Delhi,2022-01-14,2022,1,Winter,312.1,318.7,171.3,118.1,38.9,21.8,5.4,86.0,128.9,462.1,Severe,0.0,Normal,-0.48978,0
Delhi,2022-01-15,2022,1,Winter,111.7,311.2,8.5,7.8,85.8,40.5,5.55,26.7,131.4,271.7,Poor,0.0,Normal,-0.50719,0
Delhi,2022-01-16,2022,1,Winter,365.2,363.8,9.5,62.7,149.9,39.0,0.19,97.6,132.6,317.0,Very Poor,0.0,Normal,-0.5335,1
Delhi,2022-01-17,2022,1,Winter,240.9,225.4,80.6,52.2,100.3,11.6,0.02,45.0,72.4,393.0,Very Poor,0.0,Normal,-0.48609,0
Delhi,2022-01-18,2022,1,Winter,193.2,227.3,92.5,89.1,28.8,1.3,0.94,93.3,51.3,356.4,Very Poor,0.0,Normal,-0.52564,0
Delhi,2022-01-19,2022,1,Winter,454.9,405.7,65.0,33.1,22.2,16.5,3.92,88.7,186.8,369.5,Very Poor,0.0,Normal,-0.52234,0
Delhi,2022-01-20,2022,1,Winter,263.8,193.5,69.6,88.4,141.6,6.3,0.17,1.4,191.2,413.8,Severe,0.0,Normal,-0.53019,1
Delhi,2022-01-21,2022,1,Winter,150.4,408.2,30.1,124.8,123.3,42.0,7.53,55.4,145.2,372.7,Very Poor,0.0,Normal,-0.4909,0
Delhi,2022-01-22,2022,1,Winter,151.7,599.0,112.9,116.0,30.1,15.2,1.28,73.1,81.7,324.6,Very Poor,0.0,Normal,-0.50732,0
Delhi,2022-01-23,2022,1,Winter,351.8,18.4,152.5,120.4,80.9,24.3,6.11,74.4,147.4,169.6,Moderate,0.0,Normal,-0.49483,0
Delhi,2022-01-24,2022,1,Winter,331.9,30.3,29.4,116.8,16.3,11.1,2.39,5.5,23.5,481.9,Severe,0.0,Normal,-0.54425,0
Delhi,2022-01-25,2022,1,Winter,243.4,56.8,78.9,140.3,101.4,21.2,6.39,60.9,188.3,394.9,Very Poor,0.0,Normal,-0.49542,0
Delhi,2022-01-26,2022,1,Winter,403.9,583.5,176.5,91.7,180.1,38.0,9.37,76.0,65.9,192.1,Moderate,0.0,Normal,-0.52598,1
Delhi,2022-01-27,2022,1,Winter,189.5,105.7,78.1,122.0,192.3,0.4,7.61,42.1,55.6,353.6,Very Poor,0.0,Normal,-0.51011,1
Delhi,2022-01-28,2022,1,Winter,170.1,67.2,141.2,113.4,4.4,27.6,2.9,92.4,122.8,338.7,Very Poor,0.0,Normal,-0.52547,0
Delhi,2022-01-29,2022,1,Winter,482.0,470.1,61.2,130.2,70.3,40.5,6.26,21.6,158.2,457.1,Severe,0.0,Normal,-0.52046,0
Delhi,2022-01-30,2022,1,Winter,354.8,389.4,1.1,76.6,146.7,30.2,3.55,62.6,199.9,349.1,Very Poor,0.0,Normal,-0.51419,1
Delhi,2022-01-31,2022,1,Winter,377.8,212.6,129.3,30.7,171.7,47.0,0.39,39.9,88.1,175.2,Moderate,0.0,Normal,-0.5068,1
Delhi,2022-02-01,2022,2,Winter,416.3,288.0,23.1,127.1,234.1,40.6,6.84,95.5,186.5,245.4,Poor,0.0,Normal,-0.55408,1
Delhi,2022-02-02,2022,2,Winter,219.1,465.7,92.7,1.8,138.4,27.1,8.27,98.1,21.4,450.8,Severe,0.0,Normal,-0.53027,1
Delhi,2022-02-03,2022,2,Winter,209.4,323.0,163.2,122.9,202.2,18.3,2.05,18.2,54.1,368.8,Very Poor,0.0,Normal,-0.48512,1
Delhi,2022-02-04,2022,2,Winter,342.1,345.0,86.4,118.2,139.4,15.6,1.48,87.5,118.4,492.1,Severe,0.0,Normal,-0.47751,1
Delhi,2022-02-05,2022,2,Winter,76.5,589.3,97.7,51.3,213.4,41.2,8.72,21.8,159.1,186.8,Moderate,0.0,Normal,-0.53212,1
Delhi,2022-02-06,2022,2,Winter,212.3,356.6,1.2,1.7,186.9,37.4,9.81,36.4,92.8,371.1,Very Poor,0.0,Normal,-0.54317,1
Delhi,2022-02-07,2022,2,Winter,477.7,46.8,77.5,25.7,10.4,22.4,1.26,58.0,193.4,262.9,Poor,0.0,Normal,-0.54127,0
Delhi,2022-02-08,2022,2,Winter,257.8,235.8,106.9,48.1,72.6,42.0,4.42,63.1,118.4,407.8,Severe,0.0,Normal,-0.46242,0
Delhi,2022-02-09,2022,2,Winter,348.7,132.6,192.1,139.6,228.9,1.6,5.94,56.1,76.5,498.7,Severe,0.0,Normal,-0.52586,1
Delhi,2022-02-10,2022,2,Winter,388.3,199.2,13.0,43.6,166.9,45.1,0.6,80.5,85.5,166.2,Moderate,0.0,Normal,-0.5238,1
Delhi,2022-02-11,2022,2,Winter,277.1,326.9,4.9,20.8,55.2,11.0,8.43,82.6,86.3,427.1,Severe,0.0,Normal,-0.52354,0
Delhi,2022-02-12,2022,2,Winter,197.1,323.9,180.1,123.0,217.2,5.5,5.8,20.2,41.3,359.4,Very Poor,0.0,Normal,-0.50371,1
Delhi,2022-02-13,2022,2,Winter,190.0,385.0,102.1,139.9,240.3,27.9,9.35,0.5,90.0,354.0,Very Poor,0.0,Normal,-0.53558,1
Delhi,2022-02-14,2022,2,Winter,326.0,169.0,28.6,0.0,51.0,34.6,0.88,3.4,26.3,476.0,Severe,0.0,Normal,-0.54966,0
Delhi,2022-02-15,2022,2,Winter,210.0,121.4,12.7,96.8,55.2,39.3,2.14,77.7,53.8,369.3,Very Poor,0.0,Normal,-0.50913,0
Delhi,2022-02-16,2022,2,Winter,294.1,157.3,48.4,108.0,206.4,48.8,1.3,83.6,9.8,444.1,Severe,0.0,Normal,-0.54236,1
Delhi,2022-02-17,2022,2,Winter,464.8,238.6,76.3,117.5,142.4,34.5,7.84,53.3,135.5,192.4,Moderate,0.0,Normal,-0.48131,1
Delhi,2022-02-18,2022,2,Winter,463.5,291.1,181.5,149.0,97.1,41.5,5.4,16.3,115.5,241.1,Poor,0.0,Normal,-0.52474,0
Delhi,2022-02-19,2022,2,Winter,342.3,22.9,30.0,60.2,203.2,21.9,2.65,95.8,165.4,492.3,Severe,0.0,Normal,-0.5301,1
Delhi,2022-02-20,2022,2,Winter,231.3,55.2,147.5,129.2,13.7,28.8,7.85,48.9,91.4,385.6,Very Poor,0.0,Normal,-0.50432,0
Delhi,2022-02-21,2022,2,Winter,348.8,431.6,183.5,61.2,119.5,17.4,6.14,6.4,25.8,498.8,Severe,0.0,Normal,-0.49577,0
Delhi,2022-02-22,2022,2,Winter,106.6,447.8,197.9,135.4,169.1,22.0,4.47,16.4,48.7,425.1,Severe,0.0,Normal,-0.5129,1
Delhi,2022-02-23,2022,2,Winter,406.5,199.9,59.0,138.0,74.1,17.9,4.42,94.8,179.2,226.9,Poor,0.0,Normal,-0.51343,0
Delhi,2022-02-24,2022,2,Winter,377.1,368.0,80.3,82.3,240.5,40.8,7.59,67.4,129.0,322.3,Very Poor,0.0,Normal,-0.48952,1
Delhi,2022-02-25,2022,2,Winter,48.0,470.4,68.5,121.1,71.0,38.4,1.84,20.9,139.7,457.5,Severe,0.0,Normal,-0.50764,0
Delhi,2022-02-26,2022,2,Winter,83.6,261.8,81.9,32.4,114.5,14.0,1.5,55.8,68.8,211.8,Poor,0.0,Normal,-0.47207,0
Delhi,2022-02-27,2022,2,Winter,131.6,98.5,20.8,109.8,3.1,31.1,3.91,82.9,55.7,309.1,Very Poor,0.0,Normal,-0.53004,0
Delhi,2022-02-28,2022,2,Winter,313.5,592.7,173.1,149.9,156.4,46.3,4.44,16.8,184.8,463.5,Severe,0.0,Normal,-0.549,1
Delhi,2022-03-01,2022,3,Winter,300.2,374.7,156.0,27.0,52.1,5.9,9.44,82.9,86.7,450.2,Severe,0.0,Normal,-0.51525,0
Delhi,2022-03-02,2022,3,Winter,129.5,269.0,163.6,144.3,82.3,48.6,5.25,42.7,148.8,307.5,Very Poor,0.0,Normal,-0.51415,0
Delhi,2022-03-03,2022,3,Winter,98.9,97.1,63.1,38.4,193.5,3.4,4.36,8.4,167.2,228.0,Poor,0.0,Normal,-0.51985,1
Delhi,2022-03-04,2022,3,Winter,66.1,462.1,44.9,95.8,156.3,33.0,3.12,18.8,132.0,445.6,Severe,0.0,Normal,-0.48882,1
Delhi,2022-03-05,2022,3,Winter,150.0,233.8,61.6,68.5,130.1,28.4,2.6,57.4,176.0,323.3,Very Poor,0.0,Normal,-0.46118,1
Delhi,2022-03-06,2022,3,Winter,265.4,293.8,84.5,143.9,113.6,48.7,2.5,65.2,193.1,415.4,Severe,0.0,Normal,-0.51474,0
Delhi,2022-03-07,2022,3,Winter,103.3,17.4,72.2,90.9,26.0,46.5,7.29,23.0,62.8,243.0,Poor,0.0,Normal,-0.52172,0
Delhi,2022-03-08,2022,3,Winter,360.0,222.7,9.9,26.8,54.6,37.2,3.77,62.1,155.4,181.9,Moderate,0.0,Normal,-0.49747,0
