City,Date,Year,Season,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,AQI,AQI_Bucket,Cluster,Cluster_Description,PC1,PC2
Delhi,2024-07-10,2024,Monsoon,185.7,155.3,87.6,137.3,45.1,10.1,5.5,54.8,123.7,350.7,Very Poor,0,highest average PM2.5 among clusters,-0.574607663961882,-0.07679589783570101
Delhi,2024-07-11,2024,Monsoon,488.0,135.6,86.5,119.4,12.8,45.3,0.92,64.1,37.3,139.4,Moderate,0,highest average PM2.5 among clusters,-0.14246534832392116,1.8712797042027964
Delhi,2024-07-12,2024,Monsoon,144.2,454.4,55.7,5.8,107.9,26.2,5.5,21.5,196.9,434.6,Severe,0,highest average PM2.5 among clusters,0.2891041322313601,-0.1595573716759282
Delhi,2024-07-13,2024,Monsoon,473.0,294.8,87.3,131.2,150.8,12.4,4.93,73.9,173.6,244.8,Poor,1,lowest average PM2.5 among clusters,-1.5026596268551113,0.6358918515571977
Delhi,2024-07-14,2024,Monsoon,152.4,271.4,124.3,102.8,29.6,3.2,8.35,47.0,136.2,325.1,Very Poor,0,highest average PM2.5 among clusters,-0.2094988718621367,-0.34222967608238314
Delhi,2024-07-15,2024,Monsoon,394.2,173.8,11.1,47.7,206.2,37.9,2.44,73.2,94.6,149.4,Moderate,1,lowest average PM2.5 among clusters,-0.7391599996873107,1.2342975477574623
Delhi,2024-07-16,2024,Monsoon,244.2,547.0,193.5,43.7,114.5,6.1,6.04,45.7,168.9,395.5,Very Poor,0,highest average PM2.5 among clusters,0.7452094467370596,-0.5313812901281788
Delhi,2024-07-17,2024,Monsoon,300.2,301.6,162.3,88.7,213.4,19.4,5.62,71.2,158.8,450.2,Severe,1,lowest average PM2.5 among clusters,-0.5344023473376088,-0.1569868121080034
Delhi,2024-07-18,2024,Monsoon,35.9,581.2,191.4,61.3,97.8,29.0,8.47,44.0,109.1,180.8,Moderate,0,highest average PM2.5 among clusters,1.6459317329777556,-0.9336577174980966
Delhi,2024-07-19,2024,Monsoon,173.4,233.3,128.8,123.2,43.0,5.0,3.79,11.6,68.4,341.2,Very Poor,0,highest average PM2.5 among clusters,0.05768573637426694,-1.3419697023237396
Delhi,2024-07-20,2024,Monsoon,169.4,278.1,157.9,122.4,36.7,26.1,3.55,78.6,119.1,338.1,Very Poor,0,highest average PM2.5 among clusters,0.821497517627362,0.5293784779419767
Delhi,2024-07-21,2024,Monsoon,231.4,501.2,138.8,15.7,135.6,28.2,5.42,4.2,139.9,385.7,Very Poor,1,lowest average PM2.5 among clusters,0.4975117412046029,-0.8545863643477706
Delhi,2024-07-22,2024,Monsoon,34.6,263.1,45.6,57.5,149.0,20.9,6.24,58.4,184.7,240.9,Poor,1,lowest average PM2.5 among clusters,-0.13477126109069976,-0.20937820792831197
Delhi,2024-07-23,2024,Monsoon,11.9,290.1,30.4,43.1,191.6,49.8,8.87,10.3,79.3,240.1,Poor,1,lowest average PM2.5 among clusters,-0.11706208493459612,-1.137032292595823
Delhi,2024-07-24,2024,Monsoon,421.3,359.1,106.7,6.8,28.5,46.3,0.62,82.1,26.2,311.2,Very Poor,0,highest average PM2.5 among clusters,1.7347788343419706,2.4326647861279187
Delhi,2024-07-25,2024,Monsoon,252.1,18.6,63.4,98.7,113.3,23.1,4.97,99.8,174.8,402.1,Severe,0,highest average PM2.5 among clusters,-1.060981523042762,1.4905490048153085
Delhi,2024-07-26,2024,Monsoon,252.6,510.6,171.5,14.3,247.6,34.6,8.82,64.7,79.6,402.6,Severe,1,lowest average PM2.5 among clusters,0.7008247745635495,-0.2619315810835293
Delhi,2024-07-27,2024,Monsoon,426.6,152.9,153.2,102.3,32.8,38.3,7.03,48.5,133.9,162.8,Moderate,0,highest average PM2.5 among clusters,-1.008784733084191,1.2113475837099592
Delhi,2024-07-28,2024,Monsoon,134.5,188.8,113.8,63.6,199.9,28.2,4.85,62.7,47.6,311.4,Very Poor,1,lowest average PM2.5 among clusters,0.36698668304335114,-0.43367265385460435
Delhi,2024-07-29,2024,Monsoon,228.5,569.1,9.2,71.7,23.1,23.7,2.42,3.1,10.2,383.5,Very Poor,0,highest average PM2.5 among clusters,1.2678920445561728,-0.6496277511681424
Delhi,2024-07-30,2024,Monsoon,98.8,94.0,131.9,41.7,207.0,11.6,7.63,29.0,23.9,227.6,Poor,1,lowest average PM2.5 among clusters,-0.20376958760093844,-1.5034174449090838
Delhi,2024-07-31,2024,Monsoon,426.5,319.9,158.7,144.0,94.9,33.9,1.21,90.7,101.7,269.9,Poor,0,highest average PM2.5 among clusters,0.25891193433179616,1.1532020877974802
Delhi,2024-08-01,2024,Monsoon,69.6,169.1,199.8,17.9,120.5,3.7,5.17,1.1,86.3,146.2,Moderate,0,highest average PM2.5 among clusters,0.5179211445967777,-1.7842537517153458
Delhi,2024-08-02,2024,Monsoon,261.4,127.2,55.1,94.7,236.5,29.6,3.26,16.0,72.1,411.4,Severe,1,lowest average PM2.5 among clusters,-1.1758004398004356,-1.1803959801083734
Delhi,2024-08-03,2024,Monsoon,466.4,10.0,151.9,36.6,113.5,38.7,7.37,21.1,51.4,167.0,Moderate,0,highest average PM2.5 among clusters,-1.2946606434143768,0.6484479100414514
Delhi,2024-08-04,2024,Monsoon,156.4,34.3,145.9,33.2,100.8,44.3,7.01,85.8,160.3,328.2,Very Poor,0,highest average PM2.5 among clusters,-0.07128162662216442,1.5373551191023234
Delhi,2024-08-05,2024,Monsoon,260.6,155.9,17.5,137.6,148.7,26.2,6.09,1.4,49.1,410.6,Severe,1,lowest average PM2.5 among clusters,-1.5512178751025092,-1.290019107174796
Delhi,2024-08-06,2024,Monsoon,370.8,164.1,155.3,80.2,5.4,30.7,9.51,78.8,37.8,193.9,Moderate,0,highest average PM2.5 among clusters,-0.07609384805044928,1.6316414770834122
Delhi,2024-08-07,2024,Monsoon,481.2,70.3,75.6,144.0,159.5,17.8,0.25,76.6,7.2,164.0,Moderate,1,lowest average PM2.5 among clusters,-0.831659502042425,0.5684390411800401
Delhi,2024-08-08,2024,Monsoon,403.1,520.7,166.1,48.3,201.2,48.6,2.66,54.5,45.5,108.0,Moderate,1,lowest average PM2.5 among clusters,1.0613428243190108,0.23991566253794447
Delhi,2024-08-09,2024,Monsoon,286.5,591.0,148.9,72.2,90.9,41.0,3.38,48.1,102.4,436.5,Severe,0,highest average PM2.5 among clusters,1.3492729747765546,0.215496133965192
Delhi,2024-08-10,2024,Monsoon,320.9,406.4,189.0,115.2,98.4,42.7,2.64,4.5,179.7,470.9,Severe,0,highest average PM2.5 among clusters,-0.1631211536441467,-0.6839946859597006
Delhi,2024-08-11,2024,Monsoon,38.2,492.3,186.6,109.6,209.1,42.5,0.98,4.3,37.3,489.0,Severe,1,lowest average PM2.5 among clusters,1.655862022464834,-2.5659204270039195
Delhi,2024-08-12,2024,Monsoon,490.8,539.5,59.3,60.8,103.6,7.4,6.1,99.7,80.8,151.1,Moderate,0,highest average PM2.5 among clusters,0.23026442176575956,1.5437275267678467
Delhi,2024-08-13,2024,Monsoon,90.3,268.1,20.7,109.8,89.1,40.9,5.87,36.2,39.0,218.1,Poor,0,highest average PM2.5 among clusters,0.2363072550445738,-0.36726278008854135
Delhi,2024-08-14,2024,Monsoon,464.8,580.4,155.8,25.6,205.5,45.6,5.27,2.4,9.5,140.7,Moderate,1,lowest average PM2.5 among clusters,0.5122084118369576,-0.738095413919
Delhi,2024-08-15,2024,Monsoon,257.4,398.2,155.8,83.5,16.3,2.5,7.32,93.6,126.2,407.4,Severe,0,highest average PM2.5 among clusters,0.7047763515007507,0.9512866725454334
Delhi,2024-08-16,2024,Monsoon,42.3,39.8,181.5,43.7,11.3,16.1,3.25,78.8,139.0,157.1,Moderate,0,highest average PM2.5 among clusters,1.090849327651628,0.8229200892398292
Delhi,2024-08-17,2024,Monsoon,244.1,65.1,89.5,132.2,217.5,32.0,6.31,91.8,157.7,395.5,Very Poor,1,lowest average PM2.5 among clusters,-1.4584440724078058,0.4635019170156862
Delhi,2024-08-18,2024,Monsoon,330.2,139.7,13.6,2.3,2.7,19.7,8.05,86.4,125.1,480.2,Severe,0,highest average PM2.5 among clusters,-0.4130706677072286,2.5868952668149467
Delhi,2024-08-19,2024,Monsoon,118.8,463.9,85.1,132.6,135.3,48.0,3.63,11.3,34.9,448.2,Severe,1,lowest average PM2.5 among clusters,0.7887665804225662,-1.4729259513577497
Delhi,2024-08-20,2024,Monsoon,395.2,139.4,127.7,2.3,30.9,47.5,1.53,15.5,137.3,154.6,Moderate,0,highest average PM2.5 among clusters,-0.03914816940014208,1.342171913144284
Delhi,2024-08-21,2024,Monsoon,393.3,403.1,148.8,124.1,163.0,3.5,0.44,45.4,186.7,366.3,Very Poor,1,lowest average PM2.5 among clusters,-0.49451305288319364,-0.6552934830379052
Delhi,2024-08-22,2024,Monsoon,199.3,499.2,100.4,30.9,82.4,35.1,0.41,38.4,62.4,498.9,Severe,0,highest average PM2.5 among clusters,1.9080745632542593,0.08206675058314544
Delhi,2024-08-23,2024,Monsoon,216.5,468.4,179.8,138.0,60.3,17.0,4.23,83.7,153.8,454.7,Severe,0,highest average PM2.5 among clusters,0.8642106899318441,0.20181961210496235
Delhi,2024-08-24,2024,Monsoon,311.5,521.6,100.0,46.8,247.2,47.3,0.38,34.9,106.9,461.5,Severe,1,lowest average PM2.5 among clusters,0.6909303184274114,-0.43972493221688175
Delhi,2024-08-25,2024,Monsoon,274.2,438.2,171.9,93.0,195.5,15.3,0.1,2.2,149.3,424.2,Severe,1,lowest average PM2.5 among clusters,0.10536663220807575,-1.8911217412059609
Delhi,2024-08-26,2024,Monsoon,127.3,111.5,40.6,101.0,55.9,46.4,3.17,38.7,166.3,305.8,Very Poor,0,highest average PM2.5 among clusters,-0.426112342853844,0.53299293071622
Delhi,2024-08-27,2024,Monsoon,371.8,347.1,68.0,36.9,184.1,30.5,0.63,69.9,27.0,297.1,Poor,1,lowest average PM2.5 among clusters,0.7563656923200852,0.6958807268417198
Delhi,2024-08-28,2024,Monsoon,443.2,410.6,98.4,120.8,33.5,1.8,1.24,13.2,107.0,375.7,Very Poor,0,highest average PM2.5 among clusters,-0.31944661984806655,-0.46966674704740646
Delhi,2024-08-29,2024,Monsoon,173.1,150.1,186.4,33.9,89.8,35.5,3.27,45.2,1.4,341.0,Very Poor,0,highest average PM2.5 among clusters,1.3294601427550097,0.04556392778587243
Delhi,2024-08-30,2024,Monsoon,356.6,502.5,1.6,53.7,207.8,39.0,3.98,14.8,93.9,124.6,Moderate,1,lowest average PM2.5 among clusters,-0.4139443507340835,-0.4479654195178177
Delhi,2024-08-31,2024,Monsoon,107.6,224.6,69.6,40.9,181.7,34.6,9.34,60.9,131.0,257.7,Poor,1,lowest average PM2.5 among clusters,-0.3904069267180126,0.09243090072076443
Delhi,2024-09-01,2024,Monsoon,124.6,591.9,170.2,128.9,30.6,20.1,3.93,55.6,24.5,303.8,Very Poor,0,highest average PM2.5 among clusters,2.1789607478875412,-0.7538667449943143
Delhi,2024-09-02,2024,Monsoon,157.2,394.9,166.0,149.0,49.4,14.9,6.72,20.0,5.1,356.0,Very Poor,0,highest average PM2.5 among clusters,0.6972199792579048,-1.6183544718670613
Delhi,2024-09-03,2024,Monsoon,197.1,130.2,182.5,146.1,185.8,37.7,8.39,34.6,47.8,359.4,Very Poor,1,lowest average PM2.5 among clusters,-0.8137730754241834,-1.2570923713228823
Delhi,2024-09-04,2024,Monsoon,407.6,351.3,194.4,136.3,231.0,38.9,1.68,35.5,68.0,301.4,Very Poor,1,lowest average PM2.5 among clusters,-0.2201094410658228,-0.9700496492882683
Delhi,2024-09-05,2024,Monsoon,99.5,176.8,26.8,99.5,144.4,18.7,8.09,15.7,153.1,230.0,Poor,1,lowest average PM2.5 among clusters,-1.3757915519198813,-1.1612506465572958
Delhi,2024-09-06,2024,Monsoon,389.7,352.9,125.8,49.0,225.7,27.7,1.52,55.2,153.7,303.4,Very Poor,1,lowest average PM2.5 among clusters,-0.2215910704170449,0.16058588874019314
Delhi,2024-09-07,2024,Monsoon,97.1,129.6,157.0,11.4,198.4,11.9,1.86,93.9,126.6,221.8,Poor,1,lowest average PM2.5 among clusters,0.9389530495572997,0.2735822061547424
Delhi,2024-09-08,2024,Monsoon,324.9,196.0,14.4,145.2,205.8,12.6,2.45,63.9,171.6,474.9,Severe,1,lowest average PM2.5 among clusters,-1.6671702775901243,-0.16270155671244388
Delhi,2024-09-09,2024,Monsoon,429.8,267.8,104.4,112.0,109.4,25.1,9.64,42.8,159.5,217.8,Poor,0,highest average PM2.5 among clusters,-1.7924473862862826,0.397985780907259
Delhi,2024-09-10,2024,Monsoon,151.9,482.9,15.3,138.2,87.6,44.4,3.44,37.5,151.4,475.5,Severe,0,highest average PM2.5 among clusters,0.1769344110808829,-0.19890225638437659
Delhi,2024-09-11,2024,Monsoon,159.8,502.4,112.5,114.8,61.2,43.2,5.93,3.8,140.5,330.8,Very Poor,0,highest average PM2.5 among clusters,0.3074608684195534,-0.9206458613660029
Delhi,2024-09-12,2024,Monsoon,197.2,240.3,32.7,144.8,146.1,48.7,8.61,48.6,192.9,359.5,Very Poor,1,lowest average PM2.5 among clusters,-1.6008453076241458,0.12714416013862745
Delhi,2024-09-13,2024,Monsoon,455.0,252.6,74.9,10.7,3.9,28.8,9.21,74.5,193.2,262.4,Poor,0,highest average PM2.5 among clusters,-0.8710886298512647,2.6985599572225754
Delhi,2024-09-14,2024,Monsoon,335.3,348.1,35.9,74.0,75.1,5.1,3.53,9.3,160.0,485.3,Severe,0,highest average PM2.5 among clusters,-0.8459166717768343,-0.4218645298686717
Delhi,2024-09-15,2024,Monsoon,437.0,214.5,43.8,144.9,216.9,47.9,7.47,75.0,104.0,176.4,Moderate,1,lowest average PM2.5 among clusters,-1.843198199835601,0.7837561793366091
Delhi,2024-09-16,2024,Monsoon,23.3,459.1,58.1,53.8,172.3,33.5,2.04,56.6,123.2,441.3,Severe,1,lowest average PM2.5 among clusters,1.3694946439279576,-0.5020720977404368
Delhi,2024-09-17,2024,Monsoon,255.6,365.3,199.6,72.4,113.6,4.2,1.59,65.1,94.4,405.6,Severe,0,highest average PM2.5 among clusters,1.1221304643682999,-0.30432253264116876
Delhi,2024-09-18,2024,Monsoon,7.4,253.4,178.2,78.9,10.9,12.0,6.72,17.9,141.9,203.4,Poor,0,highest average PM2.5 among clusters,0.6170991636951797,-1.0886000535420766
Delhi,2024-09-19,2024,Monsoon,407.2,246.2,102.1,58.9,227.8,37.0,6.28,61.1,199.7,278.9,Poor,1,lowest average PM2.5 among clusters,-1.483812261692968,0.7018195051644587
Delhi,2024-09-20,2024,Monsoon,200.8,273.0,103.3,121.9,143.2,2.1,2.53,49.1,134.8,362.2,Very Poor,1,lowest average PM2.5 among clusters,-0.2713831584581824,-0.9245740452416099
Delhi,2024-09-21,2024,Monsoon,302.9,173.1,161.8,101.5,44.5,17.6,8.81,15.2,199.4,452.9,Severe,0,highest average PM2.5 among clusters,-1.5145688479596118,-0.2483199805300527
Delhi,2024-09-22,2024,Monsoon,407.9,178.1,59.9,89.4,125.8,20.4,5.87,32.8,185.5,242.9,Poor,1,lowest average PM2.5 among clusters,-1.9018317223415866,0.33831411052191507
Delhi,2024-09-23,2024,Monsoon,52.6,475.6,187.9,23.5,12.0,2.0,9.85,94.4,139.0,465.0,Severe,0,highest average PM2.5 among clusters,1.782246471549807,0.6210607073951039
Delhi,2024-09-24,2024,Monsoon,173.1,46.9,97.6,70.2,134.6,28.7,3.61,4.5,171.9,341.0,Very Poor,1,lowest average PM2.5 among clusters,-1.1182000836035058,-0.7632560030699815
Delhi,2024-09-25,2024,Monsoon,490.4,334.7,68.2,148.4,106.9,11.3,8.01,64.7,99.0,284.7,Poor,0,highest average PM2.5 among clusters,-1.5144493155444911,0.47229572760337385
Delhi,2024-09-26,2024,Monsoon,134.8,105.8,139.5,122.7,211.3,17.5,0.29,63.2,32.2,311.6,Very Poor,1,lowest average PM2.5 among clusters,0.39634328359474846,-1.106940248497609
Delhi,2024-09-27,2024,Monsoon,407.2,104.1,197.9,89.6,6.1,44.9,0.81,96.9,115.8,122.9,Moderate,0,highest average PM2.5 among clusters,0.5858189981365362,2.4564793202697133
Delhi,2024-09-28,2024,Monsoon,54.7,381.1,109.5,76.6,18.3,48.2,3.46,98.3,138.9,338.7,Very Poor,0,highest average PM2.5 among clusters,1.8620400123628145,1.5214431126255887
Delhi,2024-09-29,2024,Monsoon,189.4,37.6,165.8,112.6,194.5,6.7,4.81,75.8,139.9,353.5,Very Poor,1,lowest average PM2.5 among clusters,-0.8356927805061977,-0.4877057721285484
Delhi,2024-09-30,2024,Monsoon,346.8,46.3,119.9,83.6,197.3,2.4,5.42,75.9,22.5,496.8,Severe,1,lowest average PM2.5 among clusters,-0.8164903439345018,-0.054688935961947585
Delhi,2024-10-01,2024,Post-Monsoon,316.0,203.0,23.8,79.8,12.6,48.0,8.8,97.9,152.7,466.0,Severe,0,highest average PM2.5 among clusters,-0.6306698882544512,2.7418147304776226
Delhi,2024-10-02,2024,Post-Monsoon,230.8,178.8,8.7,39.2,249.2,13.8,1.93,24.2,170.4,385.3,Very Poor,1,lowest average PM2.5 among clusters,-1.2112549486901014,-0.8204035222844569
Delhi,2024-10-03,2024,Post-Monsoon,133.0,272.7,103.8,60.0,227.8,16.6,6.52,46.8,26.7,310.2,Very Poor,1,lowest average PM2.5 among clusters,0.2118900085883078,-1.2465003522321279
Delhi,2024-10-04,2024,Post-Monsoon,210.4,166.0,139.5,95.5,118.8,48.8,3.25,11.2,138.2,369.6,Very Poor,0,highest average PM2.5 among clusters,-0.4154516551778757,-0.4860289593073131
Delhi,2024-10-05,2024,Post-Monsoon,432.6,546.9,163.7,11.7,206.5,15.4,6.56,51.4,43.5,156.9,Moderate,1,lowest average PM2.5 among clusters,0.5745655024092434,-0.19383127232118177
Delhi,2024-10-06,2024,Post-Monsoon,141.1,373.7,23.6,1.5,63.7,10.3,5.19,14.9,122.0,329.4,Very Poor,0,highest average PM2.5 among clusters,0.4152469537412244,-0.3224910797523783
Delhi,2024-10-07,2024,Post-Monsoon,425.0,451.2,6.1,26.3,142.1,4.1,0.62,66.5,176.1,430.0,Severe,1,lowest average PM2.5 among clusters,-0.14872266787793614,0.9961823462567692
Delhi,2024-10-08,2024,Post-Monsoon,4.4,553.3,94.9,21.8,98.0,32.3,5.68,79.3,62.8,145.9,Moderate,0,highest average PM2.5 among clusters,2.431322210731507,0.2433224975904601
Delhi,2024-10-09,2024,Post-Monsoon,452.6,564.2,88.2,109.7,75.3,4.4,2.43,64.7,40.4,129.7,Moderate,0,highest average PM2.5 among clusters,0.6843405490744373,0.2793884817172914
Delhi,2024-10-10,2024,Post-Monsoon,49.6,257.0,78.3,109.2,148.9,4.1,0.69,24.0,177.0,221.3,Poor,1,lowest average PM2.5 among clusters,-0.08165547725679793,-1.6624068057397985
Delhi,2024-10-11,2024,Post-Monsoon,478.3,9.1,154.4,24.1,146.1,10.5,4.31,47.7,35.6,128.7,Moderate,1,lowest average PM2.5 among clusters,-0.82910075243427,0.5624714845805593
Delhi,2024-10-12,2024,Post-Monsoon,385.4,189.8,188.1,136.0,137.8,32.4,6.4,27.4,10.1,160.0,Moderate,1,lowest average PM2.5 among clusters,-0.665020774320098,-0.7356221818011379
Delhi,2024-10-13,2024,Post-Monsoon,17.6,595.8,62.1,81.1,34.0,34.1,3.82,45.7,192.3,260.1,Poor,0,highest average PM2.5 among clusters,1.458179814421818,-0.07479232850467506
Delhi,2024-10-14,2024,Post-Monsoon,273.4,319.6,51.6,4.9,51.4,41.8,1.38,36.7,28.8,423.4,Severe,0,highest average PM2.5 among clusters,1.2789965108806776,0.9829723717486818
Delhi,2024-10-15,2024,Post-Monsoon,456.1,551.5,21.9,115.6,107.0,3.0,7.14,49.8,80.6,164.2,Moderate,0,highest average PM2.5 among clusters,-0.7181340754712583,-0.012353724622577967
Delhi,2024-10-16,2024,Post-Monsoon,120.4,436.6,98.9,17.6,26.4,27.1,2.77,49.5,60.2,409.0,Severe,0,highest average PM2.5 among clusters,2.0553373063472873,0.4078694232251345
Delhi,2024-10-17,2024,Post-Monsoon,335.5,304.3,78.7,40.6,33.6,27.2,9.15,5.9,175.1,485.5,Severe,0,highest average PM2.5 among clusters,-1.106785376692575,0.3522494416507749
Delhi,2024-10-18,2024,Post-Monsoon,410.4,49.9,120.2,65.0,23.9,1.7,1.75,55.8,118.3,126.6,Moderate,0,highest average PM2.5 among clusters,-0.5541858456126387,1.0688593206743888
Delhi,2024-10-19,2024,Post-Monsoon,310.3,53.3,76.2,6.1,185.2,49.8,4.98,68.1,130.9,460.3,Severe,1,lowest average PM2.5 among clusters,-0.6938458444255245,1.5080950591405562
Delhi,2024-10-20,2024,Post-Monsoon,291.1,416.4,82.1,77.5,232.6,36.4,9.11,4.8,189.9,441.1,Severe,1,lowest average PM2.5 among clusters,-1.591421111444786,-1.1543641585360396
Delhi,2024-10-21,2024,Post-Monsoon,232.8,451.3,96.2,91.2,25.9,18.5,0.0,78.3,33.8,430.1,Severe,0,highest average PM2.5 among clusters,1.9443354974140943,0.6649349118474462
Delhi,2024-10-22,2024,Post-Monsoon,328.8,583.5,94.4,31.3,204.8,46.7,8.55,10.1,92.9,478.8,Severe,1,lowest average PM2.5 among clusters,-0.08089265328518672,-0.6549232403880443
Delhi,2024-10-23,2024,Post-Monsoon,440.2,212.8,64.0,66.7,204.6,6.7,6.17,47.4,164.7,195.1,Moderate,1,lowest average PM2.5 among clusters,-1.8998740985077347,0.07152811099792236
Delhi,2024-10-24,2024,Post-Monsoon,228.3,531.4,89.7,99.5,187.2,31.3,3.65,13.1,115.2,383.3,Very Poor,1,lowest average PM2.5 among clusters,0.1347117608398638,-1.419442991861971
Delhi,2024-10-25,2024,Post-Monsoon,258.0,458.8,56.1,39.7,214.2,49.5,1.75,25.8,74.6,440.9,Severe,1,lowest average PM2.5 among clusters,0.6091795674109501,-0.40406886190382635
Delhi,2024-10-26,2024,Post-Monsoon,77.3,122.1,189.6,58.7,207.7,39.0,2.66,52.7,10.0,156.6,Moderate,1,lowest average PM2.5 among clusters,1.1174032190813914,-0.855420413165501
Delhi,2024-10-27,2024,Post-Monsoon,278.7,172.0,80.5,78.2,232.8,13.0,6.36,77.2,19.8,428.7,Severe,1,lowest average PM2.5 among clusters,-0.49880485315501133,-0.22449953447601187
Delhi,2024-10-28,2024,Post-Monsoon,367.2,18.3,94.3,129.1,221.2,29.4,8.18,47.8,168.6,177.2,Moderate,1,lowest average PM2.5 among clusters,-2.683706939467249,-0.11014801841756273
Delhi,2024-10-29,2024,Post-Monsoon,471.7,578.6,98.4,48.3,159.8,22.6,5.55,91.2,144.4,165.1,Moderate,1,lowest average PM2.5 among clusters,0.16934405984563358,1.333189349051183
Delhi,2024-10-30,2024,Post-Monsoon,392.9,573.1,93.8,19.1,110.6,7.5,5.82,93.7,87.5,147.6,Moderate,0,highest average PM2.5 among clusters,0.9810891576926393,1.2388061963735952
Delhi,2024-10-31,2024,Post-Monsoon,425.0,131.1,99.9,80.2,155.6,18.8,8.29,85.7,110.0,178.6,Moderate,1,lowest average PM2.5 among clusters,-1.3880696245985868,1.1484357098511568
Delhi,2024-11-01,2024,Post-Monsoon,117.6,561.1,87.7,136.1,13.5,22.3,9.29,21.5,157.6,291.8,Poor,0,highest average PM2.5 among clusters,0.11617844240835916,-0.8735473092525909
Delhi,2024-11-02,2024,Post-Monsoon,131.4,498.0,84.6,140.8,214.1,36.6,7.39,38.2,191.4,497.1,Severe,1,lowest average PM2.5 among clusters,-0.6186876046487731,-1.2971024638911017
Delhi,2024-11-03,2024,Post-Monsoon,461.5,297.8,186.0,136.3,236.3,17.9,1.9,43.4,136.8,247.8,Poor,1,lowest average PM2.5 among clusters,-1.0640889183164786,-0.850170800070034
Delhi,2024-11-04,2024,Post-Monsoon,79.6,444.0,174.7,12.9,133.5,15.7,5.59,63.2,87.7,419.7,Severe,1,lowest average PM2.5 among clusters,1.7491851748735077,-0.41294324217177225
Delhi,2024-11-05,2024,Post-Monsoon,161.8,524.7,13.1,92.8,185.7,29.0,2.71,29.0,39.1,332.3,Very Poor,1,lowest average PM2.5 among clusters,0.7286480273206077,-1.2199077200823443
Delhi,2024-11-06,2024,Post-Monsoon,3.8,308.1,18.2,76.8,70.3,28.9,1.2,70.9,196.4,270.6,Poor,0,highest average PM2.5 among clusters,0.8472050510106938,0.532241252726665
Delhi,2024-11-07,2024,Post-Monsoon,56.7,375.8,153.3,73.6,106.9,43.5,5.0,59.5,153.8,332.1,Very Poor,0,highest average PM2.5 among clusters,1.0799364109315355,0.0014337335855226837
Delhi,2024-11-08,2024,Post-Monsoon,47.7,373.4,1.3,57.8,172.3,10.7,9.17,85.3,181.6,329.1,Very Poor,1,lowest average PM2.5 among clusters,-0.2662712447422445,0.08089688227146893
Delhi,2024-11-09,2024,Post-Monsoon,281.5,229.5,156.1,43.4,207.0,44.5,4.35,81.1,65.6,431.5,Severe,1,lowest average PM2.5 among clusters,0.47888448333328104,0.7002435796213637
Delhi,2024-11-10,2024,Post-Monsoon,127.3,108.5,111.1,41.6,15.9,46.0,1.22,6.4,92.3,305.8,Very Poor,0,highest average PM2.5 among clusters,0.7162313911756545,0.11105956523914383
Delhi,2024-11-11,2024,Post-Monsoon,82.9,218.4,29.9,59.0,9.3,28.8,9.97,99.0,132.2,199.6,Moderate,0,highest average PM2.5 among clusters,0.2519636446428196,1.7661055176513016
Delhi,2024-11-12,2024,Post-Monsoon,117.9,498.6,48.0,110.0,101.0,38.0,3.88,17.9,174.6,498.0,Severe,0,highest average PM2.5 among clusters,0.20946298343951777,-0.7980224348738115
Delhi,2024-11-13,2024,Post-Monsoon,492.3,411.6,96.5,141.9,217.1,45.6,4.76,87.4,170.5,376.9,Very Poor,1,lowest average PM2.5 among clusters,-1.1490436435596045,1.0143933908361478
Delhi,2024-11-14,2024,Post-Monsoon,180.3,31.7,123.1,96.8,243.3,4.2,5.88,64.6,82.1,346.5,Very Poor,1,lowest average PM2.5 among clusters,-1.0040971282144346,-1.0009545989901563
Delhi,2024-11-15,2024,Post-Monsoon,161.0,117.9,157.1,30.5,176.4,11.3,2.94,20.6,37.0,331.7,Very Poor,1,lowest average PM2.5 among clusters,0.3504697334501514,-1.3010550535883478
Delhi,2024-11-16,2024,Post-Monsoon,36.2,12.3,31.1,124.4,222.4,44.4,1.01,79.3,110.9,144.4,Moderate,1,lowest average PM2.5 among clusters,-0.28093179990115225,-0.06773429891120822
Delhi,2024-11-17,2024,Post-Monsoon,182.5,323.2,82.6,48.0,188.6,36.5,3.16,9.6,69.9,348.2,Very Poor,1,lowest average PM2.5 among clusters,0.255479359458311,-1.0913747024225666
Delhi,2024-11-18,2024,Post-Monsoon,22.2,294.9,193.2,77.9,44.5,5.4,8.54,98.1,152.2,244.9,Poor,0,highest average PM2.5 among clusters,1.0519040154007926,0.3034864459032856
Delhi,2024-11-19,2024,Post-Monsoon,158.6,296.2,175.0,78.0,179.2,45.8,2.26,6.1,189.5,329.9,Very Poor,1,lowest average PM2.5 among clusters,-0.040530237840572955,-1.1666010424754774
Delhi,2024-11-20,2024,Post-Monsoon,132.7,155.5,100.0,104.8,90.7,21.8,1.07,38.1,12.2,310.0,Very Poor,0,highest average PM2.5 among clusters,0.7468837717287498,-0.7081322110566323
Delhi,2024-11-21,2024,Post-Monsoon,317.8,299.2,167.2,52.4,215.0,37.6,6.1,90.6,101.6,467.8,Severe,1,lowest average PM2.5 among clusters,0.16738233029677857,0.757440907425618
